IsAccepted,Publication,DeputyEditorGender,AssociateEditorGender,FirstAuthorGender,CorrespondingAuthorPrestige,CorrespondingAuthorGender,CorrespondingAuthorRegion,NumberOfAuthors,BORERating1,BORERating2,BOREConfidence1,BOREConfidence2,BOREExists1,BOREExists2,BOREGender1,BOREGender2,Evaluation1,Evaluation2,ReviewSentiment1,ReviewSentiment2,ReviewSentimentTrajectory1,ReviewSentimentTrajectory2,ReviewLength1,ReviewLength2,Topic100,Topic30,Topic10,ReviewExists1,ReviewExists2,ReviewerGender1,ReviewerGender2,ReviewerPrestige1,ReviewerPrestige2
1,Science Advances,M,M,M,[5-6],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Above average,Mediocre or poor,0.25,-1.0,DF,UDF,0.25,-0.25,4,24,2,1,1,M,M,[1-2],[1-2]
0,Science Advances,W,Null,M,[3-4],W,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,28,8,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[5-6],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,98,21,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,U.S.+Canada,[1-5],8.0,4.0,4.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,53,10,9,0,0,Null,Null,Null,Null
1,Science Advances,M,M,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Average,Excellent and exciting,-1.75,1.25,UDF,U,0.75,1.5,42,27,7,1,1,W,M,[1-2],[3-4]
0,Science,M,Null,M,[5-6],M,U.S.+Canada,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,93,2,2,0,0,Null,Null,Null,Null
0,Science Advances,M,M,W,[5-6],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,27,26,5,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[3-4],M,Europe,[6-9],1.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,9,1,1,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[5-6],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,84,21,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[1-2],W,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,31,18,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,China,[6-9],1.0,Null,3.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,98,27,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Other,[1-5],5.0,5.0,3.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,86,2,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Other,[1-5],7.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,92,1,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9,1,1,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,51,12,1,0,0,Null,Null,Null,Null
0,Science,M,Null,W,Null,W,Other,[1-5],5.0,8.0,4.0,3.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,99,23,4,0,0,Null,Null,Null,Null
1,Science Advances,M,Null,M,Null,M,Null,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,-0.75,0.25,DF,DUD,-0.75,0.75,85,20,6,1,1,M,M,[3-4],[7-10]
0,Science Advances,M,Null,W,[5-6],W,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,29,13,3,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],M,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,13,4,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,Europe,[1-5],6.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,31,29,7,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[1-2],W,China,10+,7.0,7.0,2.0,2.0,1.0,1.0,W,W,Excellent and exciting,Excellent and exciting,0.25,-1.25,DUD,DF,0.5,-0.25,11,18,7,1,1,M,W,[1-2],[1-2]
0,Science Advances,M,Null,W,[7-10],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,76,2,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Europe,10+,4.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,87,8,9,0,0,Null,Null,Null,Null
0,Science Advances,M,W,W,[3-4],W,U.S.+Canada,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Mediocre or poor,-0.25,-1.0,DUD,DF,1.5,0.0,6,13,3,1,1,M,M,Null,[1-2]
1,Science Advances,M,M,W,[5-6],M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Above average,0.0,0.0,UD,UDF,-0.75,-0.5,45,10,9,1,1,M,W,[1-2],[5-6]
0,Science,M,Null,M,[3-4],M,U.S.+Canada,[6-9],6.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,95,10,9,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[7-10],M,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Mediocre or poor,Mediocre or poor,-1.25,-1.0,UF,UD,-1.0,3.5,49,15,0,1,1,M,M,[3-4],[3-4]
0,Science Advances,M,M,W,[5-6],W,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,40,20,6,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Other,10+,6.0,4.0,4.0,4.0,1.0,1.0,W,M,Null,Null,Null,Null,Null,Null,Null,Null,83,0,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[6-9],6.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,71,17,8,0,0,Null,Null,Null,Null
1,Science,W,Null,W,[3-4],W,U.S.+Canada,10+,8.0,Null,3.0,Null,1.0,0.0,W,Null,Above average,Excellent and exciting,0.25,1.25,DF,UDF,-0.25,0.0,11,18,7,1,1,M,M,Null,[3-4]
1,Science Advances,M,Null,M,[7-10],M,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Average,Above average,-1.5,0.5,DFU,DF,-0.25,-0.5,13,4,5,1,1,W,M,[7-10],[3-4]
0,Science Advances,M,Null,M,[5-6],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,34,3,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,Null,[1-5],7.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,14,12,1,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,U.S.+Canada,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,52,6,6,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],W,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,67,4,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,U.S.+Canada,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,91,15,0,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,Null,M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,29,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,56,14,1,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[3-4],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,46,8,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,China,10+,7.0,Null,5.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,74,11,7,0,0,Null,Null,Null,Null
0,Science Advances,M,W,W,[1-2],W,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Average,Mediocre or poor,0.25,0.5,UF,DUD,-0.25,1.0,26,25,3,1,1,M,M,[1-2],[1-2]
0,Science Advances,M,M,M,[1-2],W,U.S.+Canada,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Above average,0.25,-0.75,DUD,DFU,0.75,-0.5,9,1,1,1,1,M,M,[5-6],[1-2]
0,Science,M,Null,M,[1-2],M,Europe,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,19,4,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,U.S.+Canada,10+,2.0,5.0,4.0,4.0,1.0,1.0,W,M,Null,Null,Null,Null,Null,Null,Null,Null,5,29,7,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[5-6],M,U.S.+Canada,[6-9],3.0,6.0,5.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,10,24,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,U.S.+Canada,10+,7.0,Null,3.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,24,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],W,Europe,10+,8.0,5.0,4.0,3.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,86,2,2,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[7-10],M,Europe,[6-9],0.0,Null,1.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[3-4],M,Europe,[6-9],8.0,4.0,5.0,5.0,1.0,1.0,M,M,Above average,Above average,0.75,-1.0,UDF,DFU,-0.75,-0.25,31,18,7,1,1,W,M,Null,[3-4]
0,Science,W,Null,W,Null,M,U.S.+Canada,10+,6.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,76,0,2,0,0,Null,Null,Null,Null
0,Science Advances,W,M,W,[5-6],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,26,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,21,25,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[6-9],5.0,8.0,1.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,25,8,5,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,[1-5],4.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,28,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Europe,[6-9],7.0,4.0,2.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,23,10,9,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],W,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,20,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,U.S.+Canada,[1-5],8.0,Null,5.0,Null,1.0,0.0,M,Null,Excellent and exciting,Above average,0.25,0.75,DF,DUD,0.25,1.75,26,13,3,1,1,M,W,[3-4],[3-4]
0,Science,W,Null,W,Null,W,Other,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,3,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Europe,10+,8.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,39,5,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[3-4],M,Europe,10+,3.0,7.0,3.0,4.0,1.0,1.0,W,M,Null,Null,Null,Null,Null,Null,Null,Null,78,8,9,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[5-6],M,China,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Average,-0.25,0.0,DFU,DUD,-0.5,1.25,56,14,5,1,1,M,M,[1-2],[7-10]
0,Science,M,Null,M,[5-6],M,China,10+,3.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,42,27,6,0,0,Null,Null,Null,Null
1,Science Advances,M,M,M,[7-10],W,China,10+,Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Average,0.25,0.25,DUD,UF,-0.75,0.0,67,8,2,1,1,M,W,[3-4],[1-2]
0,Science Advances,M,W,M,[5-6],M,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,83,0,7,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[5-6],M,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,17,15,0,0,0,Null,Null,Null,Null
0,Science Advances,W,W,W,[7-10],M,Null,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,56,14,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[7-10],W,U.S.+Canada,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,42,27,6,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,M,Europe,[6-9],4.0,4.0,4.0,5.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,78,8,9,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,W,[5-6],M,Null,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Above average,Null,0.0,Null,DF,Null,-0.75,Null,37,4,7,1,0,M,Null,[5-6],Null
0,Science Advances,M,Null,M,Null,M,Null,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,72,15,0,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,U.S.+Canada,[1-5],1.0,2.0,5.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,67,8,7,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[5-6],M,Other,[1-5],4.0,6.0,4.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,64,21,5,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],M,China,[6-9],4.0,5.0,5.0,5.0,1.0,1.0,M,W,Null,Null,Null,Null,Null,Null,Null,Null,93,2,2,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[3-4],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,77,18,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,[1-5],5.0,3.0,4.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,15,6,5,0,0,Null,Null,Null,Null
1,Science Advances,M,M,W,[7-10],W,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Mediocre or poor,0.0,0.75,DF,DUD,1.25,2.5,49,15,0,1,1,W,W,Null,[1-2]
0,Science Advances,M,M,M,[1-2],M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Mediocre or poor,Mediocre or poor,-0.25,-1.25,DUD,DUD,-0.25,0.25,67,8,9,1,1,M,M,[1-2],[5-6]
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[1-5],2.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,48,23,4,0,0,Null,Null,Null,Null
0,Science Advances,M,M,M,[7-10],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,27,26,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,Null,M,Europe,10+,Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Excellent and exciting,1.5,1.0,DF,DUD,-1.25,1.25,89,15,0,1,1,M,M,Null,Null
0,Science,W,Null,W,[5-6],M,China,[6-9],7.0,4.0,5.0,4.0,1.0,1.0,M,M,No rating assigned,Above average,0.75,0.25,UD,DF,0.25,1.0,34,3,2,1,1,W,M,[1-2],[1-2]
0,Science Advances,W,Null,W,[5-6],W,Other,10+,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,87,8,9,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Other,[1-5],5.0,Null,3.0,Null,1.0,0.0,M,Null,Mediocre or poor,Above average,-2.25,0.75,DF,UD,0.25,-0.5,70,15,0,1,1,M,M,[5-6],Null
0,Science,M,Null,M,[7-10],M,China,10+,6.0,1.0,3.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,34,3,2,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,W,[7-10],W,Europe,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,42,27,6,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[1-2],M,Other,[1-5],5.0,7.0,3.0,3.0,1.0,1.0,M,M,Mediocre or poor,Mediocre or poor,0.0,-0.25,DF,DF,1.25,0.0,4,24,7,1,1,M,M,[1-2],[1-2]
1,Science Advances,M,M,W,[3-4],W,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Average,Excellent and exciting,1.0,1.0,DU,U,-0.75,-0.5,29,10,9,1,1,W,W,[7-10],[5-6]
0,Science,M,Null,M,Null,M,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,33,20,6,0,0,Null,Null,Null,Null
0,Science Advances,M,W,W,[5-6],W,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Excellent and exciting,Mediocre or poor,0.5,-2.25,DUD,UDF,0.25,-0.5,89,19,4,1,1,M,M,[7-10],[1-2]
0,Science,W,Null,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,26,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[5-6],M,U.S.+Canada,10+,9.0,7.0,3.0,1.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,4,24,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Null,10+,4.0,Null,5.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,28,8,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[1-2],M,Europe,10+,6.0,9.0,5.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,11,11,7,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[6-9],5.0,5.0,3.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,93,2,2,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Europe,10+,5.0,7.0,4.0,4.0,1.0,1.0,M,M,Excellent and exciting,Too specialized,0.5,-1.25,UD,DUD,0.0,-0.25,54,24,2,1,1,M,M,[7-10],[7-10]
0,Science,W,Null,M,[7-10],M,Other,10+,7.0,6.0,3.0,4.0,1.0,1.0,M,M,Average,Mediocre or poor,-0.25,-0.5,UDF,DF,0.75,1.25,70,16,0,1,1,M,W,[5-6],[1-2]
0,Science Advances,M,Null,W,[5-6],W,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,77,16,4,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,U.S.+Canada,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,48,23,4,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[1-2],M,Null,[6-9],7.0,8.0,5.0,3.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,58,2,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],W,China,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,33,23,4,0,0,Null,Null,Null,Null
1,Science,M,Null,M,[3-4],M,U.S.+Canada,10+,9.0,Null,5.0,Null,1.0,0.0,M,Null,Excellent and exciting,Excellent and exciting,1.5,0.0,DUDF,DUDF,3.0,0.25,66,13,3,1,1,W,M,[1-2],[5-6]
0,Science,M,Null,M,[3-4],M,Null,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6,13,3,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,W,U.S.+Canada,[6-9],8.0,7.0,4.0,5.0,1.0,1.0,M,M,Above average,Too specialized,-1.25,0.0,DF,DUD,1.0,0.25,1,24,2,1,1,W,M,Null,[5-6]
0,Science,W,Null,W,[1-2],W,U.S.+Canada,[1-5],8.0,Null,4.0,Null,1.0,0.0,W,Null,Null,Null,Null,Null,Null,Null,Null,Null,59,0,7,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,M,Other,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,14,12,8,0,0,Null,Null,Null,Null
0,Science,M,Null,M,Null,W,Null,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,25,14,5,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[3-4],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,45,10,9,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[3-4],M,Europe,[6-9],6.0,Null,3.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,14,1,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[7-10],M,Europe,[6-9],4.0,6.0,2.0,4.0,1.0,1.0,W,M,Null,Null,Null,Null,Null,Null,Null,Null,39,5,7,0,0,Null,Null,Null,Null
0,Science,M,Null,W,Null,M,Europe,10+,6.0,6.0,3.0,5.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,93,2,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,95,26,3,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[1-2],M,U.S.+Canada,[6-9],7.0,7.0,4.0,4.0,1.0,1.0,M,W,Above average,Too specialized,1.0,0.0,U,UD,-0.75,-0.25,86,2,2,1,1,W,M,[7-10],[1-2]
0,Science Advances,M,Null,M,[7-10],M,Other,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,15,12,1,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,China,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,38,21,5,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,Europe,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22,24,2,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[1-2],W,China,10+,4.0,4.0,5.0,4.0,1.0,1.0,W,W,Null,Null,Null,Null,Null,Null,Null,Null,90,24,2,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[1-2],M,U.S.+Canada,[6-9],6.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,61,14,1,0,0,Null,Null,Null,Null
0,Science,W,Null,W,Null,W,Other,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,42,27,0,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[5-6],M,Europe,10+,8.0,Null,2.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,62,29,7,0,0,Null,Null,Null,Null
0,Science Advances,W,M,M,[5-6],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,28,1,1,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[5-6],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,50,14,5,0,0,Null,Null,Null,Null
0,Science Advances,W,Null,M,[5-6],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,56,14,1,0,0,Null,Null,Null,Null
0,Science,M,Null,W,[1-2],W,Europe,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,29,13,3,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,Other,[6-9],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,19,17,7,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],M,Europe,10+,8.0,6.0,4.0,4.0,1.0,1.0,M,M,Null,Null,Null,Null,Null,Null,Null,Null,32,22,1,0,0,Null,Null,Null,Null
0,Science Advances,M,Null,M,[7-10],M,Europe,[1-5],Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,13,3,0,0,Null,Null,Null,Null
0,Science,W,Null,M,[5-6],M,China,[6-9],9.0,Null,4.0,Null,1.0,0.0,M,Null,Null,Null,Null,Null,Null,Null,Null,Null,9,1,1,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[1-2],W,Null,10+,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,2,2,0,0,Null,Null,Null,Null
0,Science,W,Null,W,[7-10],W,Europe,[6-9],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,49,15,0,0,0,Null,Null,Null,Null
0,Science,M,Null,M,[7-10],M,Null,[1-5],Null,Null,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,84,9,5,0,0,Null,Null,Null,Null
